Twitter Query: -filter:retweets -filter:replies from:narendramodi OR from:RahulGandhi OR from:ArvindKejriwal OR from:BJP4India OR from:INCIndia OR from:AamAadmiParty,,,,,,,,,,,User Details,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
2/11/2019,@BJP4India,BJP,"""Shri Chandrababu Naidu has broken the trust of the people of Andhra Pradesh. His delusional politics is about to end. Our full faith and belief is in ‘सत्यमेव जयते’."" BJP President Shri @AmitShah’s open letter to the people of Andhra Pradesh.",1094946300028571649,https://bit.ly/2DuyvIM,,,1071,2899,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,LIVE : Press byte by Shri @GVLNRAO at BJP HQ.,1094937595723735040,https://www.pscp.tv/w/bzFjODFZTEVKTlh4RG5ORU58MVprSnprTkxCbGd4ds3E1qoBr5Q78I0M18-Sk_SldvBjpzj-KnM5RmcGwbtK,,,998,1658,Periscope,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@INCIndia,Congress,LIVE: Congress President @RahulGandhi address Party Workers. #NayiUmeedNayaDesh,1094934545982345216,https://www.pscp.tv/w/bzFgYTFYSmpra1lZYU5Yakx8MVBsS1F5ck5kVldLRbPGNWXrySkDBi7I9JewavyIe7vcTWvZaYmsVzgsDDJ8,,,1310,3921,Periscope,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@INCIndia,Congress,"LIVE: CP @RahulGandhi, General Secretaries, @PriyankaGandhi & @JM_Scindia at a road show in Lucknow. #NayiUmeedNayaDesh",1094927730141847554,https://www.pscp.tv/w/bzFZjjFYSmpra1lZYU5Yakx8MWt2S3BFYWV6cGtHRVyef41X7DJIW3_ngOfNMcAXBTqqM90pMwSBCBo-3pAv,,,865,2650,Twitter for Android,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@BJP4India,BJP,"By placing BJP's flag and sticker at his house under the 'My Family BJP Family' campaign beginning on 12th February, in 2019, to strengthen BJP Government, firmly with Modi Ji. Share your photo with #MeraParivarBhajapaParivar hashtag: Mr. Amit Shah",1094913389027946502,,pic.twitter.com/FFSWV2PIYJ,,3235,7806,Twitter Media Studio,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@INCIndia,Congress,"There is noisy in the street street, the watchman is the thief. #ChowkidarChorHai #NayiUmeedNayaDesh",1094912120045457408,,pic.twitter.com/wrBN0qcqHj,,2953,11146,Twitter for Android,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@BJP4India,BJP,Nurtured and healthy childhood is the foundation of a powerful India.,1094900374434045952,,pic.twitter.com/wbQqQgH12F,,1906,5769,Twitter Media Studio,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@INCIndia,Congress,The message from the crowds at the Lucknow road show is clear; the country wants change kyunki #ChowkidarChorHai #NayiUmeedNayaDesh,1094895111312269312,,https://pbs.twimg.com/media/DzHXEhdVsAAbxfN.jpg,,1206,3696,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@AamAadmiParty,AAP,"All the MLAs and MLAs of Aam Aadmi Party will take charge from February 15, while accelerating this campaign against dictatorship. ""Your MLA-your door"", ""Your councilor-your door"" will go to the people of Delhi by going: @AapKaGopalRai",1094894970425753601,,pic.twitter.com/goFqBuxiJq,,73,186,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@AamAadmiParty,AAP,"On 13th February, Jantar Mantar is gathering the entire Opposition from 12 o'clock in which ""dictatorships will be removed, save democracy"" will be satyagraha. Where Chief Minister of West Bengal @MamataOfficial, Chief Minister of Andhra Pradesh @ncbn and Chief Minister of Delhi @ArvindKejriwal will be included: @AapKaGopalRai",1094890993533497346,,pic.twitter.com/St3L7Sm4xh,,136,395,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@AamAadmiParty,AAP,"""In the last 5 years across the country, the BJP government under the leadership of Modi ji has tried to crush the country's constitution, the democratic tradition, and the elected governments have tried to crush the entire nation today"": @AapKaGopalRai",1094887555668078592,,pic.twitter.com/r6MhTlsY7L,,83,207,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@AamAadmiParty,AAP,"Modi should understand that he is not the only Prime Minister of BJP, he is the Prime Minister of the whole country. The prime minister behaves like this with other parties, like he is the prime minister of Pakistan, not India.: @ ArvindKejriwal",1094885183101140992,,pic.twitter.com/NkRCT9V7bx,,413,1275,Twitter Media Studio,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@INCIndia,Congress,Lucknow is filled to the brim with Congress supporters that have gathered to see Congress President @RahulGandhi & GS Incharges UP East &amp; West @priyankagandhi &amp; @JM_Scindia during their roadshow. #NayiUmeedNayaDesh,1094881298873630720,,https://pbs.twimg.com/media/DzHMeRUUcAEzwy6.jpg,,1105,3263,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@INCIndia,Congress,Congress President @RahulGandhi GS Incharges UP East & West @priyankagandhi &amp; @JM_Scindia greet the thousands of well wishers gathered along the path of their roadshow in Lucknow. #NayiUmeedNayaDesh,1094879981228908545,,pic.twitter.com/BvDyDjLSAX,,1810,6013,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@AamAadmiParty,AAP,AAP Delhi Convenor @AapKaGopalRai Addressing Press Conference. Watch Live👇,1094878775211307008,https://www.pscp.tv/w/bzEscDFBbWp6eG5ha0pRZXd8MW5BSkV5UWRxYmdKTHcZFktDrKn8g-OARgpHQb6qOnzOq_YORH3WhF-DJwwb,,,72,171,Periscope,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@ArvindKejriwal,Arvind Kejriwal,Shocking. Hope SC will take some action. RT @waglenikhil: ‘Modi and Shah Can Manage Supreme Court Judges’: Yeddyurappa Allegedly Claims in Tapes Released by Kumaraswamy - NewsCentral24x7,1094877435110326272,"https://twitter.com/waglenikhil/status/1094497666766118913
https://newscentral24x7.com/karnataka-yeddyurappa-audio-clip-modi-shah-can-manage-supreme-court-judges-kumaraswamy-operation-kamala/",,,2129,5733,Twitter for iPhone,14449083,209,5858,✅,11/5/2011,India,"सब इंसान बराबर हैं, चाहे वो किसी धर्म या जाति के हों। हमें ऐसा भारत बनाना है जहाँ सभी धर्म और जाति के लोगों में भाईचारा और मोहब्बत हो, न कि नफ़रत और बैर हो।",http://www.AamAadmiParty.org,,View
2/11/2019,@narendramodi,Narendra Modi,Had the honour of serving food to children in Vrindavan today.,1094876790235967490,,pic.twitter.com/Fs7esScQZA,,15104,61874,Twitter Media Studio,45652865,2124,23328,✅,1/10/2009,India,Prime Minister of India,http://www.narendramodi.in,,View
2/11/2019,@AamAadmiParty,AAP,"AAP National Convenor and Delhi CM @ArvindKejriwal addressing at the day-long hunger strike of @ncbn RT @ncbn: Live from my day-long hunger strike against the central government, New Delhi. #DharmaPorataDeeksha #APDemandsJusti…",1094872253165035525,"https://twitter.com/ncbn/status/1094793006694072320
https://www.pscp.tv/w/bzDcjzFKUkVtUnJYWFJlUVB8MUx5eEJ5UUxwemJKTnYqIOouuyFyleMcjtfhNqd_dwmo6F4cOaxFEBZ651CI",,,69,175,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@BJP4India,BJP,It has been decided to set up National Kamdhenu Commission in the budget. Under this commission 500 crores of rupees have been made for the maintenance of cow mother and Gauravsh: PM Shri Narendra Modi,1094872187033374720,,,,753,1805,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@INCIndia,Congress,"LIVE: CP @RahulGandhi, General Secretaries, @PriyankaGandhi & @JM_Scindia at a road show in Lucknow. #NayiUmeedNayaDesh",1094871064964812800,https://www.pscp.tv/w/bzEgizFYSmpra1lZYU5Yakx8MUJSSmpYZVFkb1pLd8Z21DxqKXZN3Ve43LZ0o5Ba8Fn3Uis9yvfKL5WlQelB,,,1817,5166,Twitter for Android,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@AamAadmiParty,AAP,Happy Promise Day @narendramodi ji. #PromiseDay,1094868620960649217,,pic.twitter.com/pnpuP4xPO9,,495,1126,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@BJP4India,BJP,Now the banks' doors have been opened for the help of the cattle owners. Banks can now get loans up to Rs 3 lakhs. This is going to benefit all our livestock farmers: PM Shri Narendra Modi,1094864865489907712,,,,889,1961,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,The people of this country can not repay the debt of cow mother's milk. The cow has been an important part of our culture and tradition. Cow is also an important part of rural economy: PM Shri Narendra Modi,1094864803997179904,,,,1493,4600,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@AamAadmiParty,AAP,"Modiji has been eating, feeding and saving people too! Read More:",1094864618525204480,https://www.thehindu.com/news/national/government-waived-anti-corruption-clauses-in-rafale-deal/article26231793.ece,,,263,664,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@INCIndia,Congress,Congress President @RahulGandhi arrives in Lucknow along with AICC General Secretaries & Incharges UP East &amp; West @priyankagandhi &amp; @JM_Scindia for a road show across the city. #NayiUmeedNayaDesh,1094864588326064128,,https://pbs.twimg.com/media/DzG9APOVYAE9Ex9.jpg,,1497,5107,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@BJP4India,BJP,"Mission Rainbow is being appreciated all over the world. In the past, a famous medical judge has selected Mission Rainbow in the world's 12 Best Practices: PM Shri Narendra Modi",1094863730720948224,,,,705,1349,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@INCIndia,Congress,The BJP govt. did not allow for a fair SC verdict by hiding key documents about the PMO's intervention & removal of anti-corruption clauses from the Rafale deal. The people of India deserve to know the truth &amp; a JPC is the only way to reveal it. #ChowkidarChorHai,1094863716548395008,,https://pbs.twimg.com/media/DzG4GirVAAEb_ib.jpg,,901,1870,Twitter Media Studio,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@BJP4India,BJP,We decided to run vaccination campaign in mission mode. Mission Rainbow has been vaccinated with about 340 million children and 90 lakh pregnant women in the country. The speed at which work has taken place is certain that our goal of total immunization is no longer far: PM Shri Narendra Modi,1094863616191344640,,,,809,1792,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"This time the Kumbh Mela has succeeded in giving message of cleanliness to the country. Normally Naga baba is discussed in Kumbh, for the first time, the New York Times has reported on the cleanliness of Aquarius: PM Shri Narendra Modi",1094863384707706880,,,,1010,2211,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"The Central Government has tried to build a strong security circle around childhood. There are three aspects of this safety - food, vaccination and cleanliness: PM Shri Narendra Modi",1094861957528604674,,https://pbs.twimg.com/media/DzG60oYVsAE4HV8.jpg,,828,1190,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"Just as the foundations of solid foundation need to be solid, in the same way, a strong new India needs to be cherished and healthy childhood: PM Shri Narendra Modi",1094860935787798528,,,,810,2197,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"Our government is ensuring that with good nutrition, children get good quality food: PM Shri Narendra Modi",1094860656031948801,,https://pbs.twimg.com/media/DzG5nkNU0AYVGwi.jpg,,768,1026,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"By understanding the duty of charity without feeling any good, from a proper place, given to a qualified person at the right time, he is called Satvik Dan: PM Shri Narendra Modi",1094860023551782913,,https://pbs.twimg.com/media/DzG4d1CU8AE8Mq2.jpg,,789,1113,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@narendramodi,Narendra Modi,3 billion meals and a commitment to serve society! At the Akshaya Patra Foundation programme.,1094857990081925122,https://www.pscp.tv/w/bzEZFDMyMjExNTJ8MW5BS0V5UVphRFhLTIPop-E0V_3u1K99SGHXDiUL1dsJrS37CJXsr2Z_am0m,,,5078,13935,Periscope,45652865,2124,23328,✅,1/10/2009,India,Prime Minister of India,http://www.narendramodi.in,,View
2/11/2019,@BJP4India,BJP,PM Modi attends Third Billionth Meal of Akshaya Patra Mid-day Meal Programme in Vrindavan.,1094857345849450496,https://www.pscp.tv/w/bzEYezFZTEVKTlh4RG5ORU58MWdxR3ZuWGdOcmdHQiv9l3dQraZ_CXr7X4JFJmfnVXXm1vraOpf7jLIIayWr,,,920,1423,Periscope,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@INCIndia,Congress,"PM Modi, the so-called anti-corruption crusader, has ensured his debt-ridden friend Anil Ambani gets the best of the Rafale deal by waiving off the anti-corruption clause. This ensures that even if kickbacks are discovered the deal cannot be cancelled. #ChowkidarChorHai",1094854288835149825,,https://pbs.twimg.com/media/DzG0FyYU0AE7zcl.jpg,,672,1359,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@AamAadmiParty,AAP,"AAP National Convenor & Delhi CM @ArvindKejriwal to attend a day-long hunger strike by Andhra CM @ncbn against the Central Government #DharmaPorataDeeksha at 1PM. RT @ncbn: Live from my day-long hunger strike against the central government, New Delhi. #DharmaPorataDeeksha #APDemandsJusti…",1094852830039601152,"https://twitter.com/ncbn/status/1094793006694072320
https://www.pscp.tv/w/bzDcjzFKUkVtUnJYWFJlUVB8MUx5eEJ5UUxwemJKTnYqIOouuyFyleMcjtfhNqd_dwmo6F4cOaxFEBZ651CI",,,89,234,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@BJP4India,BJP,One who lives for the nation. or Those who live for themselves only. Who will you choose?,1094852775781888002,,https://pbs.twimg.com/media/DzGyul4VYAEZ4FA.jpg,,1005,1497,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@INCIndia,Congress,Prime Minister Narendra Modi has absolutely no credibility left: Congress President @RahulGandhi speaks to the public at Andhra Pradesh CM @ncbn's day long fast against Central govt. #DharmaPorataDeeksha #ChowkidarChorHai,1094849329494253568,,pic.twitter.com/u7a0X6HgUa,,1528,4525,Twitter Media Studio,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@INCIndia,Congress,Congress President @RahulGandhi joins Andhra Pradesh CM @ncbn at his day long hunger strike against the Central govt's false promises. #DharmaPorataDeeksha,1094848140161609730,,https://pbs.twimg.com/media/DzGt3_TVAAAhGHV.jpg,,974,3715,TweetDeck,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@AamAadmiParty,AAP,"Mayor of Leuven-Belgium, @MohamedRidouani called upon Delhi Dy CM @msisodia & discussed various possibilities of cooperation &amp; exchange at Delhi Secretariat today.",1094848013556699136,,https://pbs.twimg.com/media/DzGuQ6PXQAAFXu7.jpg,,63,151,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@INCIndia,Congress,Smt. Priyanka Gandhi Vadra is now on Twitter. You may follow her at @priyankagandhi,1094843255248678912,,,,2729,9381,Twitter for Android,4857086,2496,1632,✅,2/6/2013,"New Delhi, India",The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,http://www.inc.in/,,View
2/11/2019,@BJP4India,BJP,"In the country led by Modiji, a huge fight against corruption has started. The first scam-takers were the people in power, so they did not run away from the country. All the robbers started running away after the arrest of the watchman: Mr. Amit Shah #SamarpanDiwas",1094843096808927233,,pic.twitter.com/NfsbJqF3bb,,2346,4680,Twitter Media Studio,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"Deendayalji created such a party, which is not the base leader, but the party workers and organizations. He had envisioned a party which did not adopt the ropes to win the election, but won the election on the basis of acceptance of ideology and the power of the organization: Mr. Amit Shah #SamarpanDiwas",1094840335723720704,,pic.twitter.com/y78i0ZSJtn,,2714,5823,Twitter Media Studio,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@RahulGandhi,Rahul Gandhi,"NoMo anti corruption clause. The Chowkidar himself opened the door to allow Anil Ambani to steal 30,000 Cr. from the IAF.",1094838304284073985,https://www.thehindu.com/news/national/government-waived-anti-corruption-clauses-in-rafale-deal/article26231793.ece,,,8222,23977,Twitter for iPhone,8562381,206,2159,✅,4/25/2015,"12, Tughlak Lane, New Delhi","This is the official account of Rahul Gandhi | Member of Parliament | President, Indian National Congress",http://www.inc.in,,View
2/11/2019,@BJP4India,BJP,"PM Shri @narendramodi will serve the 3rd Billionth meal to school Children at Akshaya Patra’s Kitchen today in Vrindavan, Mathura. Watch at  and .",1094837424205623297,"http://facebook.com/BJP4India
http://bjplive.org",https://pbs.twimg.com/media/DzGj0FvVAAANtDq.jpg,,820,1218,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@AamAadmiParty,AAP,"This way, @narendramodi's minister @PiyushGoyal will deliver the #BulletTrain before 2019 elections. #BJPFoolingIndia RT @PiyushGoyal: It’s a bird...It’s a plane...Watch India’s first semi-high speed train built under ‘Make in India’ initiative, Vande Bharat Express zooming past at lightening speed.",1094830903170383877,https://twitter.com/PiyushGoyal/status/1094496373410615296,pic.twitter.com/KbbaojAdjO,,120,310,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@narendramodi,Narendra Modi,Towards a vibrant oil and energy sector. Addressing @Petrotech2019.,1094828411564941312,https://www.pscp.tv/w/bzD9iDMyMjExNTJ8MW1yR21ZbnJtdmdHeYgwNN38FgM7aIHZFL4UDu02pT77ckyKfYhjTDqLX9-h,,,3820,9466,Periscope,45652865,2124,23328,✅,1/10/2009,India,Prime Minister of India,http://www.narendramodi.in,,View
2/11/2019,@AamAadmiParty,AAP,Saheb is still busy ...,1094822787007557634,,https://pbs.twimg.com/media/DzGXgJpWkAEAFJm.jpg,,258,783,Twitter for Android,4760642,317,1775,✅,7/23/2012,India,भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । http://fb.com/AamAadmiParty,http://www.aamaadmiparty.org,,View
2/11/2019,@BJP4India,BJP,The means of achieving our mission is the BJP organization. We have progressed on the goal of cultural nationalism and poor welfare: Mr. Amit Shah #SamarpanDiwas,1094811870702198784,,,,565,1235,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"Keeping away from fame, by the organization, which was given by Deendayal Ji, it is still a source of inspiration for us: Shri Amit Shah #SamarpanDiwas",1094811340017872897,,https://pbs.twimg.com/media/DzGM0LVVsAALVZx.jpg,,561,773,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"One of the seeds of the party that Deendayal Ji had sowed, is today in front of a huge tree: Mr. Amit Shah #SamarpanDiwas",1094810958789132288,,,,494,1035,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"Deendayal ji conceived a party which is not the basis of the party, but rather the workers and organizations: Mr. Amit Shah #SamarpanDiwas",1094810830632214528,,https://pbs.twimg.com/media/DzGMlMmU8AEHNC5.jpg,,588,779,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
2/11/2019,@BJP4India,BJP,"Today, on the day of the party, Pandit ji offered his sacrifice. BJP celebrates this day as the dedication day from its establishment: Mr. Amit Shah #SamarpanDiwas",1094809512102440960,,https://pbs.twimg.com/media/DzGLX6aU8AAFmgN.jpg,,771,1747,Twitter Web Client,10503250,2,2477,✅,10/26/2010,"6-A, Deen Dayal Upadhyay Marg, Delhi 110002","Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा) http://instagram.com/bjp4india",http://www.bjp.org,,View
